"","datetime","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"dtime.1957","2004-3-22 14:00:00",40,35,36,42,43,42,40,43,37,41,34
"dtime.1958","2004-3-22 15:00:00",40,35,39,43,43,42,42,44,38,43,34
"dtime.1959","2004-3-22 16:00:00",40,37,39,43,43,41,41,44,39,43,35
"dtime.1960","2004-3-22 17:00:00",40,36,39,44,43,42,40,45,38,44,35
"dtime.1961","2004-3-22 18:00:00",40,36,38,43,42,42,40,44,38,44,34
"dtime.1962","2004-3-22 19:00:00",38,35,37,42,41,40,38,42,36,41,33
"dtime.1963","2004-3-22 20:00:00",34,32,34,37,38,37,37,38,35,37,32
"dtime.1964","2004-3-22 21:00:00",36,31,31,35,33,34,34,35,32,36,28
"dtime.1965","2004-3-22 22:00:00",33,30,28,31,34,34,32,32,29,34,28
"dtime.1966","2004-3-22 23:00:00",36,27,28,28,31,31,30,28,28,30,27
"dtime.1967","2004-3-22 24:00:00",33,23,27,28,32,28,29,27,26,27,24
"dtime.1968","2004-3-23 1:00:00",34,24,23,26,32,28,27,23,23,26,22
"dtime.1969","2004-3-23 2:00:00",32,21,26,25,31,25,25,23,21,24,22
"dtime.1970","2004-3-23 3:00:00",30,21,25,25,30,26,23,21,20,23,19
"dtime.1971","2004-3-23 4:00:00",30,19,23,25,28,24,22,20,19,22,19
"dtime.1972","2004-3-23 5:00:00",27,17,21,23,28,23,21,21,19,21,18
"dtime.1973","2004-3-23 6:00:00",25,17,22,22,28,22,21,20,19,21,20
"dtime.1974","2004-3-23 7:00:00",25,17,20,22,26,22,22,19,19,19,20
"dtime.1975","2004-3-23 8:00:00",30,19,21,25,28,24,23,24,22,22,22
"dtime.1976","2004-3-23 9:00:00",39,24,24,34,34,32,32,34,29,31,25
"dtime.1977","2004-3-23 10:00:00",42,30,32,38,39,36,37,39,35,37,31
"dtime.1978","2004-3-23 11:00:00",44,34,37,41,41,39,41,43,38,40,34
"dtime.1979","2004-3-23 12:00:00",44,38,39,44,43,42,44,45,41,43,39
"dtime.1980","2004-3-23 13:00:00",45,40,41,45,44,44,45,47,45,45,42
"dtime.1981","2004-3-23 14:00:00",46,43,44,47,47,47,48,50,48,48,44
"dtime.1982","2004-3-23 15:00:00",46,46,44,49,47,49,51,52,50,50,47
"dtime.1983","2004-3-23 16:00:00",48,48,45,50,48,51,52,53,52,52,50
"dtime.1984","2004-3-23 17:00:00",47,49,45,51,48,52,52,53,52,53,50
"dtime.1985","2004-3-23 18:00:00",44,49,45,51,48,52,52,53,53,53,51
"dtime.1986","2004-3-23 19:00:00",41,48,45,48,46,50,50,51,50,51,49
"dtime.1987","2004-3-23 20:00:00",39,44,42,43,40,42,44,44,46,44,48
"dtime.1988","2004-3-23 21:00:00",38,40,39,38,40,38,41,37,42,39,43
"dtime.1989","2004-3-23 22:00:00",38,36,36,39,38,37,40,36,39,37,39
"dtime.1990","2004-3-23 23:00:00",38,36,35,39,37,36,39,38,38,38,37
"dtime.1991","2004-3-23 24:00:00",37,33,34,38,35,34,37,39,36,36,34
"dtime.1992","2004-3-24 1:00:00",38,33,34,37,35,35,37,37,36,36,32
"dtime.1993","2004-3-24 2:00:00",35,30,33,36,35,34,35,37,34,34,29
"dtime.1994","2004-3-24 3:00:00",34,31,31,36,33,35,33,34,32,34,27
"dtime.1995","2004-3-24 4:00:00",33,30,32,35,33,34,31,36,29,34,26
"dtime.1996","2004-3-24 5:00:00",31,28,32,34,34,33,32,36,30,33,26
"dtime.1997","2004-3-24 6:00:00",31,26,34,31,32,31,30,28,28,30,27
"dtime.1998","2004-3-24 7:00:00",30,25,33,31,35,29,29,28,28,29,25
"dtime.1999","2004-3-24 8:00:00",37,27,31,35,38,31,30,34,29,32,26
"dtime.2000","2004-3-24 9:00:00",45,35,33,41,45,40,39,42,36,41,31
"dtime.2001","2004-3-24 10:00:00",52,39,44,48,50,47,46,51,45,48,40
"dtime.2002","2004-3-24 11:00:00",55,44,50,53,56,52,54,58,52,53,46
"dtime.2003","2004-3-24 12:00:00",59,50,53,58,59,57,60,62,58,58,52
"dtime.2004","2004-3-24 13:00:00",61,53,56,60,61,59,62,64,62,62,58
"dtime.2005","2004-3-24 14:00:00",62,57,57,62,62,61,64,67,63,63,59
"dtime.2006","2004-3-24 15:00:00",60,60,58,63,62,63,65,67,64,65,61
"dtime.2007","2004-3-24 16:00:00",59,59,59,64,62,63,66,65,64,64,61
"dtime.2008","2004-3-24 17:00:00",57,61,57,63,61,64,66,67,65,66,59
"dtime.2009","2004-3-24 18:00:00",56,60,59,62,60,62,64,64,63,63,60
"dtime.2010","2004-3-24 19:00:00",51,58,56,59,56,60,62,62,63,62,57
"dtime.2011","2004-3-24 20:00:00",50,54,53,55,54,55,60,59,60,57,56
"dtime.2012","2004-3-24 21:00:00",50,50,50,54,51,51,56,57,58,54,52
"dtime.2013","2004-3-24 22:00:00",49,48,49,52,51,50,54,55,55,53,50
"dtime.2014","2004-3-24 23:00:00",49,49,49,51,51,50,54,54,55,53,49
"dtime.2015","2004-3-24 24:00:00",49,48,49,49,51,49,54,53,54,51,49
"dtime.2016","2004-3-25 1:00:00",49,47,49,48,51,49,53,52,54,51,47
"dtime.2017","2004-3-25 2:00:00",47,49,48,48,51,49,52,52,52,52,47
"dtime.2018","2004-3-25 3:00:00",46,49,48,48,50,49,51,52,52,51,49
"dtime.2019","2004-3-25 4:00:00",46,47,48,48,49,47,49,51,51,50,48
"dtime.2020","2004-3-25 5:00:00",47,48,47,47,48,48,48,50,48,50,48
"dtime.2021","2004-3-25 6:00:00",48,47,48,46,47,47,47,48,48,49,50
"dtime.2022","2004-3-25 7:00:00",48,46,47,44,47,46,47,47,49,49,47
"dtime.2023","2004-3-25 8:00:00",50,45,48,46,48,46,49,48,48,49,47
"dtime.2024","2004-3-25 9:00:00",54,48,47,53,50,50,49,53,49,52,51
"dtime.2025","2004-3-25 10:00:00",56,53,50,59,52,54,52,57,53,56,57
"dtime.2026","2004-3-25 11:00:00",62,58,53,63,56,60,59,63,58,61,60
"dtime.2027","2004-3-25 12:00:00",65,63,57,67,61,65,64,68,63,66,66
"dtime.2028","2004-3-25 13:00:00",67,67,60,69,65,68,69,71,67,69,68
"dtime.2029","2004-3-25 14:00:00",68,68,65,71,69,70,72,73,71,72,69
"dtime.2030","2004-3-25 15:00:00",68,71,63,71,68,72,73,74,72,73,71
"dtime.2031","2004-3-25 16:00:00",68,72,65,72,69,72,74,75,73,73,73
"dtime.2032","2004-3-25 17:00:00",66,72,65,72,68,72,73,75,73,73,72
"dtime.2033","2004-3-25 18:00:00",64,71,66,71,68,72,73,73,73,73,72
"dtime.2034","2004-3-25 19:00:00",60,70,64,69,64,69,70,69,70,70,70
"dtime.2035","2004-3-25 20:00:00",58,64,59,63,61,62,62,63,62,64,67
"dtime.2036","2004-3-25 21:00:00",56,58,57,59,59,58,61,59,61,60,62
"dtime.2037","2004-3-25 22:00:00",56,56,56,60,58,58,61,61,63,61,59
"dtime.2038","2004-3-25 23:00:00",56,53,55,58,58,56,61,61,62,58,54
"dtime.2039","2004-3-25 24:00:00",56,52,55,58,57,58,61,60,62,57,53
"dtime.2040","2004-3-26 1:00:00",56,51,53,56,56,57,60,58,57,56,51
"dtime.2041","2004-3-26 2:00:00",55,50,53,55,56,55,58,57,54,56,49
"dtime.2042","2004-3-26 3:00:00",53,49,53,53,56,53,57,55,54,54,49
"dtime.2043","2004-3-26 4:00:00",51,49,56,52,57,52,55,55,55,54,46
"dtime.2044","2004-3-26 5:00:00",54,48,56,51,57,50,54,52,54,51,46
"dtime.2045","2004-3-26 6:00:00",53,48,56,50,58,50,52,51,53,51,46
"dtime.2046","2004-3-26 7:00:00",54,47,56,49,58,47,53,51,52,50,45
"dtime.2047","2004-3-26 8:00:00",57,47,56,50,58,49,55,53,54,51,45
"dtime.2048","2004-3-26 9:00:00",61,51,57,57,62,55,60,59,58,57,52
"dtime.2049","2004-3-26 10:00:00",65,55,60,64,65,61,64,65,62,62,59
"dtime.2050","2004-3-26 11:00:00",67,62,64,69,68,66,69,69,66,67,65
"dtime.2051","2004-3-26 12:00:00",71,68,67,71,70,70,73,72,71,71,70
"dtime.2052","2004-3-26 13:00:00",73,71,70,73,74,72,75,74,73,73,73
"dtime.2053","2004-3-26 14:00:00",74,72,71,74,76,73,78,75,75,74,76
"dtime.2054","2004-3-26 15:00:00",74,73,73,76,76,74,78,78,77,74,77
"dtime.2055","2004-3-26 16:00:00",73,75,73,75,74,75,78,77,77,76,78
"dtime.2056","2004-3-26 17:00:00",71,75,73,75,74,75,78,76,79,76,78
"dtime.2057","2004-3-26 18:00:00",66,75,73,75,74,74,76,75,77,75,75
"dtime.2058","2004-3-26 19:00:00",64,72,70,72,71,72,74,73,74,72,74
"dtime.2059","2004-3-26 20:00:00",60,67,65,68,67,66,68,69,70,68,71
"dtime.2060","2004-3-26 21:00:00",60,63,63,65,64,62,68,64,68,64,67
"dtime.2061","2004-3-26 22:00:00",60,63,62,64,63,63,66,64,66,63,65
"dtime.2062","2004-3-26 23:00:00",59,58,60,63,61,62,66,63,67,62,57
"dtime.2063","2004-3-26 24:00:00",59,54,59,62,60,60,64,62,65,61,56
"dtime.2064","2004-3-27 1:00:00",59,55,58,61,58,59,63,62,63,60,59
"dtime.2065","2004-3-27 2:00:00",58,55,57,61,58,57,62,61,63,58,61
"dtime.2066","2004-3-27 3:00:00",59,55,57,59,58,57,63,59,64,58,61
"dtime.2067","2004-3-27 4:00:00",59,55,58,59,58,57,62,59,63,59,60
"dtime.2068","2004-3-27 5:00:00",59,55,59,57,59,58,61,59,62,59,58
"dtime.2069","2004-3-27 6:00:00",59,55,59,57,61,58,60,60,60,59,61
"dtime.2070","2004-3-27 7:00:00",59,54,59,57,61,56,56,60,56,58,58
"dtime.2071","2004-3-27 8:00:00",61,54,59,58,60,58,58,60,57,59,56
"dtime.2072","2004-3-27 9:00:00",64,57,58,63,60,61,64,63,59,63,54
"dtime.2073","2004-3-27 10:00:00",65,60,59,68,62,65,65,67,59,66,56
"dtime.2074","2004-3-27 11:00:00",69,61,61,70,64,69,64,71,60,70,56
"dtime.2075","2004-3-27 12:00:00",72,58,63,73,65,68,66,72,61,69,58
"dtime.2076","2004-3-27 13:00:00",73,59,66,75,65,71,67,75,62,71,61
"dtime.2077","2004-3-27 14:00:00",71,59,65,77,72,71,68,75,66,69,64
"dtime.2078","2004-3-27 15:00:00",71,61,66,77,72,70,72,73,69,68,65
"dtime.2079","2004-3-27 16:00:00",69,61,66,74,72,68,70,72,71,66,69
"dtime.2080","2004-3-27 17:00:00",68,61,63,72,70,66,70,71,70,67,67
"dtime.2081","2004-3-27 18:00:00",65,62,63,72,70,65,70,70,70,66,67
"dtime.2082","2004-3-27 19:00:00",63,62,63,71,68,65,68,67,68,65,64
"dtime.2083","2004-3-27 20:00:00",62,60,62,68,68,64,65,66,64,64,63
"dtime.2084","2004-3-27 21:00:00",62,60,61,66,67,64,62,64,59,64,62
"dtime.2085","2004-3-27 22:00:00",60,60,58,65,65,64,59,64,56,64,60
"dtime.2086","2004-3-27 23:00:00",59,58,57,64,66,62,57,63,53,62,56
"dtime.2087","2004-3-27 24:00:00",56,56,58,62,64,61,55,57,53,59,54
"dtime.2088","2004-3-28 1:00:00",55,55,58,59,64,60,56,56,52,58,55
"dtime.2089","2004-3-28 2:00:00",57,55,57,57,61,60,57,54,58,57,52
"dtime.2090","2004-3-28 3:00:00",57,53,56,54,51,59,57,52,58,58,50
"dtime.2091","2004-3-28 4:00:00",56,52,51,57,49,56,58,60,57,57,50
"dtime.2092","2004-3-28 5:00:00",48,52,48,60,48,55,56,59,55,55,49
"dtime.2093","2004-3-28 6:00:00",47,54,47,58,47,58,55,59,54,57,49
"dtime.2094","2004-3-28 7:00:00",47,53,47,55,47,56,55,56,52,56,50
"dtime.2095","2004-3-28 8:00:00",47,54,47,53,48,56,54,56,52,56,51
"dtime.2096","2004-3-28 9:00:00",49,54,47,54,48,57,54,54,53,56,51
"dtime.2097","2004-3-28 10:00:00",50,55,48,55,49,58,54,55,53,57,53
"dtime.2098","2004-3-28 11:00:00",50,56,50,55,51,59,55,55,56,58,54
"dtime.2099","2004-3-28 12:00:00",49,57,50,55,53,60,57,55,58,59,57
"dtime.2100","2004-3-28 13:00:00",48,59,50,56,54,60,59,56,58,60,59
"dtime.2101","2004-3-28 14:00:00",46,60,51,56,53,60,61,59,60,61,61
"dtime.2102","2004-3-28 15:00:00",46,63,48,57,51,61,62,61,62,62,63
"dtime.2103","2004-3-28 16:00:00",47,65,49,54,53,63,64,61,64,64,65
"dtime.2104","2004-3-28 17:00:00",49,67,51,54,54,64,63,61,64,64,66
"dtime.2105","2004-3-28 18:00:00",50,66,51,52,49,63,62,59,63,64,65
"dtime.2106","2004-3-28 19:00:00",47,64,47,48,46,61,59,54,62,61,65
"dtime.2107","2004-3-28 20:00:00",46,60,45,49,45,56,54,52,58,57,61
"dtime.2108","2004-3-28 21:00:00",46,57,44,48,45,54,50,49,54,55,56
"dtime.2109","2004-3-28 22:00:00",44,56,44,48,45,52,46,46,50,52,54
"dtime.2110","2004-3-28 23:00:00",44,53,44,47,45,49,46,45,49,50,53
"dtime.2111","2004-3-28 24:00:00",44,51,43,46,44,47,45,46,47,47,51
"dtime.2112","2004-3-29 1:00:00",44,50,43,46,44,47,45,45,44,47,49
"dtime.2113","2004-3-29 2:00:00",42,47,43,46,44,45,45,45,43,44,47
"dtime.2114","2004-3-29 3:00:00",42,45,42,45,43,44,45,46,44,45,45
"dtime.2115","2004-3-29 4:00:00",42,43,41,44,42,44,45,44,44,44,40
"dtime.2116","2004-3-29 5:00:00",42,42,40,43,42,44,43,44,41,44,40
"dtime.2117","2004-3-29 6:00:00",44,42,41,43,42,44,42,43,43,44,37
"dtime.2118","2004-3-29 7:00:00",42,41,41,43,41,43,40,43,42,44,37
"dtime.2119","2004-3-29 8:00:00",43,41,39,45,40,44,42,44,42,44,38
"dtime.2120","2004-3-29 9:00:00",42,43,39,45,40,45,45,45,45,46,43
"dtime.2121","2004-3-29 10:00:00",44,47,40,45,41,48,46,45,47,48,46
"dtime.2122","2004-3-29 11:00:00",44,51,40,46,42,51,46,46,48,51,51
"dtime.2123","2004-3-29 12:00:00",46,55,41,47,43,52,46,47,50,53,54
"dtime.2124","2004-3-29 13:00:00",47,59,43,47,44,54,48,47,52,55,56
"dtime.2125","2004-3-29 14:00:00",48,62,44,48,45,56,49,49,53,57,62
"dtime.2126","2004-3-29 15:00:00",47,64,46,48,46,57,51,50,54,58,62
"dtime.2127","2004-3-29 16:00:00",47,65,45,48,45,59,53,50,54,59,64
"dtime.2128","2004-3-29 17:00:00",46,66,45,48,45,58,52,48,57,57,65
"dtime.2129","2004-3-29 18:00:00",45,65,44,47,43,57,49,46,53,57,63
"dtime.2130","2004-3-29 19:00:00",44,63,42,46,41,55,46,46,52,55,60
"dtime.2131","2004-3-29 20:00:00",44,59,40,46,40,51,45,46,49,51,57
"dtime.2132","2004-3-29 21:00:00",42,55,40,45,40,49,45,45,46,49,54
"dtime.2133","2004-3-29 22:00:00",42,51,40,45,40,47,44,45,44,46,50
"dtime.2134","2004-3-29 23:00:00",42,49,39,44,39,46,41,44,41,45,48
"dtime.2135","2004-3-29 24:00:00",42,47,39,44,40,44,40,44,39,44,47
"dtime.2136","2004-3-30 1:00:00",42,46,39,43,39,43,38,44,37,44,45
"dtime.2137","2004-3-30 2:00:00",42,44,38,43,40,43,38,44,39,43,42
"dtime.2138","2004-3-30 3:00:00",42,43,39,43,40,43,38,42,39,43,40
"dtime.2139","2004-3-30 4:00:00",42,43,39,43,40,41,38,42,39,42,40
"dtime.2140","2004-3-30 5:00:00",42,43,38,43,40,41,39,41,39,42,41
"dtime.2141","2004-3-30 6:00:00",42,42,39,43,40,41,40,41,40,42,41
"dtime.2142","2004-3-30 7:00:00",41,42,40,43,40,41,40,41,40,42,41
"dtime.2143","2004-3-30 8:00:00",42,42,40,43,40,41,40,41,40,42,42
"dtime.2144","2004-3-30 9:00:00",44,43,40,44,41,41,40,43,40,42,42
"dtime.2145","2004-3-30 10:00:00",46,43,40,45,41,42,40,45,40,42,44
"dtime.2146","2004-3-30 11:00:00",47,44,42,46,42,42,43,45,41,43,44
"dtime.2147","2004-3-30 12:00:00",48,45,44,48,44,44,44,46,43,45,46
"dtime.2148","2004-3-30 13:00:00",48,47,45,50,44,46,46,48,44,46,46
"dtime.2149","2004-3-30 14:00:00",48,47,46,51,45,49,47,48,45,47,46
"dtime.2150","2004-3-30 15:00:00",47,46,45,52,44,50,48,51,46,50,46
"dtime.2151","2004-3-30 16:00:00",47,46,43,52,44,50,50,50,49,49,48
"dtime.2152","2004-3-30 17:00:00",47,46,45,51,44,50,49,52,50,51,46
"dtime.2153","2004-3-30 18:00:00",47,45,44,50,44,50,48,51,50,50,46
"dtime.2154","2004-3-30 19:00:00",47,45,43,49,43,49,48,49,49,49,46
"dtime.2155","2004-3-30 20:00:00",47,44,42,48,43,49,47,49,46,49,44
"dtime.2156","2004-3-30 21:00:00",47,44,42,48,43,47,47,48,45,47,44
"dtime.2157","2004-3-30 22:00:00",46,44,42,48,42,47,47,48,45,47,44
"dtime.2158","2004-3-30 23:00:00",46,44,42,48,42,47,46,48,45,47,44
"dtime.2159","2004-3-30 24:00:00",46,43,42,48,42,47,46,48,45,46,43
"dtime.2160","2004-3-31 1:00:00",46,42,41,48,42,46,46,48,45,46,43
"dtime.2161","2004-3-31 2:00:00",44,42,42,48,42,46,46,48,45,46,43
"dtime.2162","2004-3-31 3:00:00",44,41,42,48,42,46,46,48,45,46,42
"dtime.2163","2004-3-31 4:00:00",44,41,42,48,42,46,45,46,45,45,42
"dtime.2164","2004-3-31 5:00:00",44,41,41,47,42,46,45,46,45,45,42
"dtime.2165","2004-3-31 6:00:00",44,40,41,47,42,45,45,46,45,45,41
"dtime.2166","2004-3-31 7:00:00",46,40,41,47,42,45,45,46,45,45,42
"dtime.2167","2004-3-31 8:00:00",46,41,41,47,42,46,46,47,45,46,42
"dtime.2168","2004-3-31 9:00:00",46,41,42,48,44,46,47,48,45,46,43
"dtime.2169","2004-3-31 10:00:00",48,42,42,49,44,47,47,48,46,47,43
"dtime.2170","2004-3-31 11:00:00",48,43,44,49,46,47,48,49,47,48,44
"dtime.2171","2004-3-31 12:00:00",48,43,45,50,47,49,50,50,47,48,45
"dtime.2172","2004-3-31 13:00:00",47,44,46,51,47,50,53,50,49,49,45
"dtime.2173","2004-3-31 14:00:00",46,45,47,52,48,51,52,51,50,50,45
"dtime.2174","2004-3-31 15:00:00",46,46,47,53,49,51,52,52,50,51,47
"dtime.2175","2004-3-31 16:00:00",48,46,47,53,49,51,50,52,50,51,47
"dtime.2176","2004-3-31 17:00:00",48,46,47,53,49,51,50,52,50,51,47
"dtime.2177","2004-3-31 18:00:00",47,46,47,52,49,51,49,51,49,50,47
"dtime.2178","2004-3-31 19:00:00",46,46,47,50,49,51,47,49,48,50,47
"dtime.2179","2004-3-31 20:00:00",45,45,47,49,47,50,47,49,47,49,45
"dtime.2180","2004-3-31 21:00:00",45,45,47,48,47,49,47,48,47,48,45
"dtime.2181","2004-3-31 22:00:00",45,44,46,48,47,49,46,48,47,48,45
"dtime.2182","2004-3-31 23:00:00",44,44,45,47,46,48,46,48,47,48,45
"dtime.2183","2004-3-31 24:00:00",44,44,45,47,47,47,45,46,46,47,45
"dtime.2184","2004-4-1 1:00:00",46,43,45,46,47,45,45,46,46,46,45
"dtime.2185","2004-4-1 2:00:00",46,43,45,46,47,45,46,46,46,46,45
"dtime.2186","2004-4-1 3:00:00",46,43,45,46,47,45,46,46,46,46,44
"dtime.2187","2004-4-1 4:00:00",46,43,45,46,47,45,46,46,46,46,44
"dtime.2188","2004-4-1 5:00:00",44,43,45,45,46,46,46,46,46,46,44
"dtime.2189","2004-4-1 6:00:00",46,43,45,46,47,46,46,46,46,46,44
"dtime.2190","2004-4-1 7:00:00",45,43,46,46,48,46,46,46,46,46,44
"dtime.2191","2004-4-1 8:00:00",46,43,46,46,48,46,46,46,46,46,44
"dtime.2192","2004-4-1 9:00:00",47,44,46,47,49,47,47,46,47,47,44
"dtime.2193","2004-4-1 10:00:00",47,47,48,48,50,49,47,46,47,49,46
"dtime.2194","2004-4-1 11:00:00",52,48,49,48,52,50,47,48,48,50,49
"dtime.2195","2004-4-1 12:00:00",53,49,50,49,53,53,48,48,50,53,49
"dtime.2196","2004-4-1 13:00:00",51,49,50,51,54,55,49,51,50,55,49
"dtime.2197","2004-4-1 14:00:00",52,49,51,52,56,56,50,54,50,56,46
"dtime.2198","2004-4-1 15:00:00",49,48,52,54,55,56,52,56,50,56,45
"dtime.2199","2004-4-1 16:00:00",50,47,48,57,50,55,52,58,49,56,45
"dtime.2200","2004-4-1 17:00:00",54,45,46,57,49,54,50,58,49,55,45
"dtime.2201","2004-4-1 18:00:00",54,43,47,59,50,53,48,56,49,53,44
"dtime.2202","2004-4-1 19:00:00",49,44,47,56,50,52,47,53,46,50,44
"dtime.2203","2004-4-1 20:00:00",49,43,46,54,49,51,47,49,46,49,43
"dtime.2204","2004-4-1 21:00:00",49,42,46,53,49,50,45,47,45,49,43
"dtime.2205","2004-4-1 22:00:00",48,42,46,51,49,47,45,47,45,46,43
"dtime.2206","2004-4-1 23:00:00",48,41,46,49,49,45,45,46,45,46,41
"dtime.2207","2004-4-1 24:00:00",47,40,45,47,49,46,44,46,43,46,41
"dtime.2208","2004-4-2 1:00:00",47,40,45,47,49,46,43,46,43,46,40
"dtime.2209","2004-4-2 2:00:00",46,40,45,47,49,46,43,46,44,45,41
"dtime.2210","2004-4-2 3:00:00",45,39,45,47,48,45,42,46,44,45,39
"dtime.2211","2004-4-2 4:00:00",45,39,44,47,48,45,42,45,41,45,39
"dtime.2212","2004-4-2 5:00:00",43,39,44,47,48,44,42,45,41,44,39
"dtime.2213","2004-4-2 6:00:00",43,39,41,46,47,44,42,45,42,44,39
"dtime.2214","2004-4-2 7:00:00",45,39,42,46,47,44,43,45,41,44,38
"dtime.2215","2004-4-2 8:00:00",46,39,42,46,47,45,43,45,42,45,38
"dtime.2216","2004-4-2 9:00:00",46,40,42,46,47,45,43,46,42,45,38
"dtime.2217","2004-4-2 10:00:00",46,41,44,48,49,47,45,47,44,47,39
"dtime.2218","2004-4-2 11:00:00",47,43,45,48,49,49,46,49,45,49,41
"dtime.2219","2004-4-2 12:00:00",52,43,46,51,50,50,45,48,45,49,42
"dtime.2220","2004-4-2 13:00:00",51,45,46,52,50,52,45,48,45,50,43
"dtime.2221","2004-4-2 14:00:00",54,44,45,52,50,51,46,48,46,50,44
"dtime.2222","2004-4-2 15:00:00",50,45,46,52,49,52,47,47,46,51,44
"dtime.2223","2004-4-2 16:00:00",49,46,46,52,48,51,46,46,46,50,45
"dtime.2224","2004-4-2 17:00:00",49,46,46,51,47,51,46,46,46,50,47
"dtime.2225","2004-4-2 18:00:00",47,45,46,48,47,51,46,46,46,49,45
"dtime.2226","2004-4-2 19:00:00",47,46,45,48,46,51,46,46,46,49,45
"dtime.2227","2004-4-2 20:00:00",46,44,44,47,46,48,45,45,45,47,44
"dtime.2228","2004-4-2 21:00:00",46,43,43,46,45,47,44,45,45,46,44
"dtime.2229","2004-4-2 22:00:00",46,42,43,46,45,46,44,45,45,46,43
"dtime.2230","2004-4-2 23:00:00",46,42,43,46,46,45,44,45,44,45,42
"dtime.2231","2004-4-2 24:00:00",46,40,42,46,45,45,44,45,44,45,42
"dtime.2232","2004-4-3 1:00:00",46,41,42,45,46,45,43,45,44,45,42
"dtime.2233","2004-4-3 2:00:00",46,42,42,45,46,45,43,45,44,45,42
"dtime.2234","2004-4-3 3:00:00",46,42,42,45,45,44,43,45,44,45,41
"dtime.2235","2004-4-3 4:00:00",44,39,42,45,45,42,43,45,43,42,40
"dtime.2236","2004-4-3 5:00:00",44,37,42,45,46,39,43,44,43,39,38
"dtime.2237","2004-4-3 6:00:00",44,38,42,45,45,39,44,44,43,39,38
"dtime.2238","2004-4-3 7:00:00",44,38,42,45,45,39,44,44,43,39,39
"dtime.2239","2004-4-3 8:00:00",46,42,42,45,45,44,44,45,44,44,40
"dtime.2240","2004-4-3 9:00:00",46,43,42,47,45,46,45,46,45,46,42
"dtime.2241","2004-4-3 10:00:00",46,44,43,49,45,49,46,47,46,49,43
"dtime.2242","2004-4-3 11:00:00",46,47,43,52,46,53,47,50,48,51,46
"dtime.2243","2004-4-3 12:00:00",49,48,43,54,46,55,48,51,50,54,46
"dtime.2244","2004-4-3 13:00:00",49,51,44,53,48,56,49,53,50,55,47
"dtime.2245","2004-4-3 14:00:00",50,51,47,53,51,56,51,54,52,56,50
"dtime.2246","2004-4-3 15:00:00",53,54,49,55,61,58,54,54,54,57,51
"dtime.2247","2004-4-3 16:00:00",53,54,51,54,58,57,55,56,55,58,53
"dtime.2248","2004-4-3 17:00:00",53,55,50,56,57,59,56,59,56,61,54
"dtime.2249","2004-4-3 18:00:00",51,55,51,57,56,60,56,58,56,61,54
"dtime.2250","2004-4-3 19:00:00",50,53,50,56,55,59,56,56,55,59,53
"dtime.2251","2004-4-3 20:00:00",47,52,49,49,54,55,51,50,52,55,51
"dtime.2252","2004-4-3 21:00:00",45,48,48,45,53,52,48,45,46,52,47
"dtime.2253","2004-4-3 22:00:00",46,47,46,45,52,49,44,47,45,49,48
"dtime.2254","2004-4-3 23:00:00",45,45,45,46,52,45,44,42,45,43,48
"dtime.2255","2004-4-3 24:00:00",45,47,46,45,51,46,43,40,44,44,46
"dtime.2256","2004-4-4 1:00:00",42,45,46,46,49,45,45,41,46,45,48
"dtime.2257","2004-4-4 2:00:00",44,43,43,47,46,44,44,45,44,44,46
"dtime.2258","2004-4-4 3:00:00",45,43,44,47,49,45,46,44,45,45,45
"dtime.2259","2004-4-4 4:00:00",45,44,45,46,49,47,45,45,46,46,46
"dtime.2260","2004-4-4 5:00:00",44,45,45,46,51,48,46,45,48,47,43
"dtime.2261","2004-4-4 6:00:00",46,41,45,48,49,47,48,45,47,47,41
"dtime.2262","2004-4-4 7:00:00",49,39,46,50,48,47,48,49,45,47,39
"dtime.2263","2004-4-4 8:00:00",51,40,45,51,49,47,48,50,45,47,39
"dtime.2264","2004-4-4 9:00:00",50,40,43,53,45,48,48,52,46,48,40
"dtime.2265","2004-4-4 10:00:00",53,42,44,54,48,49,49,52,49,50,42
"dtime.2266","2004-4-4 11:00:00",55,43,46,55,48,51,52,54,51,52,42
"dtime.2267","2004-4-4 12:00:00",55,43,45,56,42,51,53,55,50,53,43
"dtime.2268","2004-4-4 13:00:00",55,43,43,58,43,53,53,55,50,53,44
"dtime.2269","2004-4-4 14:00:00",55,45,46,58,47,54,52,56,50,55,44
"dtime.2270","2004-4-4 15:00:00",53,45,47,58,48,54,52,57,50,55,44
"dtime.2271","2004-4-4 16:00:00",54,46,47,59,48,54,52,57,50,54,45
"dtime.2272","2004-4-4 17:00:00",51,43,46,56,47,52,52,56,50,52,42
"dtime.2273","2004-4-4 18:00:00",50,42,47,56,46,51,52,55,48,52,41
"dtime.2274","2004-4-4 19:00:00",48,41,45,54,45,49,48,52,45,50,39
"dtime.2275","2004-4-4 20:00:00",47,39,44,51,44,47,45,49,43,46,37
"dtime.2276","2004-4-4 21:00:00",47,38,43,49,43,45,43,47,42,45,37
"dtime.2277","2004-4-4 22:00:00",45,37,41,47,42,44,41,45,41,43,36
"dtime.2278","2004-4-4 23:00:00",44,38,40,45,40,43,39,42,39,42,37
"dtime.2279","2004-4-4 24:00:00",42,37,40,44,40,42,38,40,39,42,36
"dtime.2280","2004-4-5 1:00:00",41,37,38,41,39,41,38,38,39,40,37
